character,count,selected_count,train_count,test_count,val_count,id
Verniy (Kantai Collection),556,523,418,52,53,610
Asashio (Kantai Collection),544,521,417,52,52,611
Amber,784,520,416,52,52,612
Kokkoro (Princess Connect),548,518,414,52,52,613
Ookurikara,759,517,414,52,51,614
Berserker (Mysterious Heroine X Alter),545,517,414,52,51,615
Ivan Karelin,678,516,413,52,51,616
Caster (Murasaki Shikibu),563,515,412,52,51,617
Wei WuXian,674,513,410,51,52,618
Kotatsu Tamaki,586,513,410,51,52,619
Cloud Strife,669,512,410,51,51,620
Horo,610,512,410,51,51,621
Yuri Plisetsky,613,511,409,51,51,622
Takatsuki Yayoi,575,511,409,51,51,623
Sona,570,511,409,51,51,624
Victor Nikiforov,631,510,408,51,51,625
Silence Suzuka,531,510,408,51,51,626
Hoshikawa Sara,530,510,408,51,51,627
Kise Yayoi,646,509,407,51,51,628
Bismarck (Kantai Collection),553,509,407,51,51,629
Hagoromo Lala,559,508,406,51,51,630
Mercy (Overwatch),556,508,406,51,51,631
Qiqi,545,508,406,51,51,632
Killua Zoldyck,670,507,406,51,50,633
Clorinde,567,507,406,51,50,634
Cure Sword,566,507,406,51,50,635
Kirigiri Kyouko,562,507,406,51,50,636
Kuujou Joutarou,752,506,405,51,50,637
Aisaka Taiga,576,506,405,51,50,638
Rengoku Kyoujurou,672,505,404,50,51,639
Serena (Pokﾃｩmon),571,505,404,50,51,640
Anastasia (Idolmaster),529,505,404,50,51,641
Foreigner (Heroine XX),539,504,403,50,51,642
Kiyama Hiroto,650,503,402,50,51,643
Schwarz (Arknights),544,503,402,50,51,644
Kurapika,662,502,402,50,50,645
Cure Grace,593,501,401,50,50,646
Tenjouin Asuka,624,499,399,50,50,647
Rita Rossweisse,555,499,399,50,50,648
Anya Forger,635,498,398,50,50,649
Kousaka Kirino,594,498,398,50,50,650
Sailor Jupiter,585,497,398,50,49,651
Raiden Mei,555,496,397,50,49,652
Akatsuki (Kantai Collection),514,495,396,50,49,653
Cure Twinkle,618,494,395,49,50,654
N (Pokﾃｩmon),601,494,395,49,50,655
Cure Heart,566,493,394,49,50,656
Yuuri (Yu-Gi-Oh! ARC-V),679,492,394,49,49,657
Shinku,618,492,394,49,49,658
Cure Dream,559,492,394,49,49,659
Nicole Demara,546,492,394,49,49,660
Cure Marine,557,490,392,49,49,661
Tatara Kogasa,595,488,390,49,49,662
Weiss Schnee,535,488,390,49,49,663
Takao (Kantai Collection),500,487,390,49,48,664
Nishikigi Chisato,532,485,388,48,49,665
Aoki Reika,558,484,387,48,49,666
Cure Miracle,546,484,387,48,49,667
Yuzuki Choco,500,484,387,48,49,668
Burnice,562,482,386,48,48,669
Takasaki Yuu,516,481,385,48,48,670
Takanashi Hoshino,511,480,384,48,48,671
Elysia,540,479,383,48,48,672
Tsuyuri Kanao,513,478,382,48,48,673
Liechtenstein,584,477,382,48,47,674
Shirakiin Ririchiyo,534,477,382,48,47,675
Cure Rosetta,533,475,380,48,47,676
Kisaragi Chihaya,529,474,379,47,48,677
Yuugo (Yu-Gi-Oh! ARC-V),599,473,378,47,48,678
Sakurajima Mai,539,472,378,47,47,679
Raphtalia,534,472,378,47,47,680
Monika (Doki Doki Literature Club!),519,472,378,47,47,681
Hitsugaya Toushirou,653,471,377,47,47,682
Himekaidou Hatate,543,471,377,47,47,683
Theresa Apocalypse,531,471,377,47,47,684
Date Masamune (Sengoku Basara),724,470,376,47,47,685
SF-A2 miki,563,470,376,47,47,686
Tsurumaki Kokoro,496,470,376,47,47,687
Mizuhashi Parsee,540,469,375,47,47,688
Lucyna Kushinada,535,469,375,47,47,689
Shirona (Pokﾃｩmon),533,469,375,47,47,690
Hakos Baelz,513,469,375,47,47,691
Fushiguro Megumi,741,467,374,47,46,692
Jack Frost,584,467,374,47,46,693
Inoue Takina,536,466,373,47,46,694
IRyS,507,466,373,47,46,695
Yamanaka Ino,560,464,371,46,47,696
Amamiya Ren,727,463,370,46,47,697
Blue Poison,494,463,370,46,47,698
Heanna Sumire,493,463,370,46,47,699
Berserker (Miyamoto Musashi),483,463,370,46,47,700
Cure Blossom,562,462,370,46,46,701
Ifrit (Arknights),513,462,370,46,46,702
Isshiki Iroha,493,462,370,46,46,703
Mitake Ran,487,462,370,46,46,704
Hungary,606,461,369,46,46,705
Kikuchi Makoto,511,461,369,46,46,706
Cure Yell,610,458,366,46,46,707
Ikazuchi,486,458,366,46,46,708
Kiana Kaslana,543,457,366,46,45,709
Beatrice,570,456,365,46,45,710
Shirasaka Koume,529,456,365,46,45,711
Dejiko,557,455,364,46,45,712
Mutsu (Kantai Collection),503,455,364,46,45,713
Shokuhou Misaki,483,455,364,46,45,714
Merlin (Fate/Prototype),480,455,364,46,45,715
Ouma Kokichi,644,453,362,45,46,716
Seragaki Aoba,604,453,362,45,46,717
Shimoe Koharu,488,453,362,45,46,718
L Lawliet,725,452,362,45,45,719
Uta (ONE PIECE),536,452,362,45,45,720
Caster (Nitocris),515,452,362,45,45,721
Bremerton,471,452,362,45,45,722
Samus Aran,633,451,361,45,45,723
Maka Albarn,600,451,361,45,45,724
Lysithea von Cordelia,494,451,361,45,45,725
Kanda Yuu,695,450,360,45,45,726
Layla (Genshin Impact),485,450,360,45,45,727
Platinum (Arknights),496,449,359,45,45,728
Konno Yuuki,478,449,359,45,45,729
Garry,644,448,358,45,45,730
Yuigahama Yui,491,448,358,45,45,731
Okumura Yukio,649,447,358,45,44,732
Shiunin Sora,540,447,358,45,44,733
Caster (Gilgamesh),519,447,358,45,44,734
Mavuika,527,446,357,45,44,735
Mystia Lorelei,513,446,357,45,44,736
Yukinoshita Yukino,492,446,357,45,44,737
Arashi Chisato,475,446,357,45,44,738
Murasame (Kantai Collection),458,446,357,45,44,739
Kallen Stadtfeld,540,445,356,44,45,740
Cheshire,467,444,355,44,45,741
Jougasaki Mika,479,443,354,44,45,742
Kamui (Gintama),574,442,354,44,44,743
Enoshima Junko,515,442,354,44,44,744
Android 18,505,440,352,44,44,745
Nazrin,505,440,352,44,44,746
Cure Prism,465,440,352,44,44,747
Fubuki Shirou,559,439,351,44,44,748
Admire Vega,538,439,351,44,44,749
Lily (VOCALOID),538,436,349,44,43,750
Cure Star,507,436,349,44,43,751
Mualani,480,436,349,44,43,752
Ichigo Hitofuri,534,435,348,44,43,753
Matsumoto Rangiku,518,435,348,44,43,754
Hanekawa Hasumi,486,435,348,44,43,755
Minamoto Sakura,480,435,348,44,43,756
Takane Lui,471,435,348,44,43,757
Ptilopsis,470,435,348,44,43,758
Kamio Misuzu,504,434,347,43,44,759
Kirara (Genshin Impact),476,434,347,43,44,760
Graf Zeppelin (Kantai Collection),465,434,347,43,44,761
Enma Ai,680,433,346,43,44,762
Perona,611,433,346,43,44,763
Sumeragi Sakuya,530,433,346,43,44,764
Shihouin Yoruichi,519,432,346,43,43,765
Eris Boreas Greyrat,468,432,346,43,43,766
Hayasaka Ai,462,432,346,43,43,767
Yamato (ONE PIECE),595,431,345,43,43,768
Chen (Touhou),532,431,345,43,43,769
WA2000 (Girls Frontline),450,430,344,43,43,770
Armin Arlert,562,429,343,43,43,771
Princess Zelda,555,429,343,43,43,772
Diamond (Houseki no Kuni),489,429,343,43,43,773
Hua Cheng,580,428,342,43,43,774
Shoukaku (Kantai Collection),449,428,342,43,43,775
Kurokawa Akane,512,427,342,43,42,776
Onozuka Komachi,507,427,342,43,42,777
Louise Franﾃｧoise de La Baume Le Blanc de La Valliﾃｨre,482,427,342,43,42,778
Komi Shouko,473,426,341,43,42,779
Maekawa Miku,465,426,341,43,42,780
Momosuzu Nene,445,426,341,43,42,781
Kamisato Ayato,465,425,340,42,43,782
Amau Ako,452,424,339,42,43,783
Cure Sunshine,518,423,338,42,43,784
Javelin (Azur Lane),445,423,338,42,43,785
Morino Rinze,449,422,338,42,42,786
Kurosaki Shun,577,421,337,42,42,787
Cure Melody,504,421,337,42,42,788
Mirai Akari,463,421,337,42,42,789
Zuikaku (Kantai Collection),459,421,337,42,42,790
Prisma Illya,450,421,337,42,42,791
Asakura Tooru,437,421,337,42,42,792
Matoi (PSO2),441,420,336,42,42,793
C.C. Lemon-tan,469,418,334,42,42,794
Zhong Lanzhu,439,418,334,42,42,795
Cure Precious,496,417,334,42,41,796
Maya (Kantai Collection),430,417,334,42,41,797
Yasaka Kanako,509,416,333,42,41,798
Faruzan,438,416,333,42,41,799
Ichigaya Arisa,436,416,333,42,41,800
Kano Shuuya,585,414,331,41,42,801
Hikari (Pokﾃｩmon),488,414,331,41,42,802
Arcueid Brunestud,459,414,331,41,42,803
Koshimizu Sachiko,449,414,331,41,42,804
Poland,576,413,330,41,42,805
Shiki Eiki,487,413,330,41,42,806
Minato Yukina,447,413,330,41,42,807
Yagami Light,625,412,330,41,41,808
Kuujou Jolyne,546,409,327,41,41,809
Ibaraki Kasen,472,408,326,41,41,810
Beres (Fire Emblem),465,408,326,41,41,811
Mizuno Ai,455,408,326,41,41,812
Yamakaze (Kantai Collection),423,408,326,41,41,813
Yata Misaki,568,407,326,41,40,814
Echidna (Re:Zero),452,407,326,41,40,815
Joan Alter Santa Lily,433,407,326,41,40,816
Sinbad,608,406,325,41,40,817
Kashuu Kiyomitsu,505,406,325,41,40,818
Himemori Luna,434,405,324,40,41,819
IV (Yu-Gi-Oh! ZEXAL),514,404,323,40,41,820
Juri Han,469,404,323,40,41,821
Charlotte Dunois,443,403,322,40,41,822
Dehya,438,403,322,40,41,823
Sasori,593,401,321,40,40,824
Makinami Mari Illustrious,455,400,320,40,40,825
Navia,472,399,319,40,40,826
Fusou (Kantai Collection),418,399,319,40,40,827
Cure Whip,493,398,318,40,40,828
Yun Jin,422,398,318,40,40,829
Archer (Fate/stay night),524,397,318,40,39,830
Hino Akane,459,397,318,40,39,831
Tainaka Ritsu,459,397,318,40,39,832
Tokitou Muichirou,456,397,318,40,39,833
Princess Daisy,503,396,317,40,39,834
Cure Peach,478,396,317,40,39,835
Nanashi Mumei,429,396,317,40,39,836
Mihono Bourbon,414,396,317,40,39,837
Toudou Yurika,452,395,316,40,39,838
Bayonetta (Character),541,394,315,39,40,839
Izayoi Aki,478,394,315,39,40,840
Himejima Akeno,434,394,315,39,40,841
Vampire (Azur Lane),408,393,314,39,40,842
Shokudaikiri Mitsutada,563,392,314,39,39,843
Hinamori Amu,523,392,314,39,39,844
Nikaidou Saki,438,392,314,39,39,845
Cure Coral,421,391,313,39,39,846
Touko (Pokﾃｩmon),491,390,312,39,39,847
Kariya Masaki,479,390,312,39,39,848
Kirigaya Suguha,465,390,312,39,39,849
Inui Toko,435,390,312,39,39,850
Yukikaze (Kantai Collection),411,390,312,39,39,851
Hachimiya Meguru,400,390,312,39,39,852
Kugisaki Nobara,485,389,311,39,39,853
Ali Baba Saluja,484,389,311,39,39,854
Cure Black,469,389,311,39,39,855
Honolulu (Azur Lane),405,389,311,39,39,856
Assassin of Red,441,388,310,39,39,857
Avenger (Edmond Dantﾃｨs),556,387,310,39,38,858
Berserker (Ibaraki-douji),446,387,310,39,38,859
Yuubari (Kantai Collection),419,387,310,39,38,860
Toyama Kasumi,407,386,309,39,38,861
Kakyoin Noriaki,489,385,308,38,39,862
Kotobuki Reiji,465,385,308,38,39,863
Nagae Iku,464,385,308,38,39,864
Midorikawa Nao,452,385,308,38,39,865
Hiiragi Kagami,438,385,308,38,39,866
Dusk (Arknights),428,385,308,38,39,867
Chii (Chobits),502,384,307,38,39,868
Isokaze (Kantai Collection),396,384,307,38,39,869
South Italy,518,383,306,38,39,870
Kagura Mea,418,383,306,38,39,871
Nakajima Atsushi (Bungou Stray Dogs),524,382,306,38,38,872
Inaba Tewi,448,382,306,38,38,873
Minami Rena,399,382,306,38,38,874
Asagi Mutsuki,405,380,304,38,38,875
Ushio (Kantai Collection),395,380,304,38,38,876
Fubuki (One Punch Man),481,379,303,38,38,877
Nelliel Tu Odelschwanck,470,379,303,38,38,878
Sinon (GGO),411,379,303,38,38,879
Shiina Yuika,394,379,303,38,38,880
Kururugi Suzaku,492,378,302,38,38,881
Gold Ship,410,377,302,38,37,882
Grimmjow Jeagerjaques,608,376,301,38,37,883
Senritsu no Tatsumaki,441,376,301,38,37,884
Stelle,428,376,301,38,37,885
Mona (Warioware),495,375,300,38,37,886
Mary (Ib),487,375,300,38,37,887
Yuto (Yu-Gi-Oh! ARC-V),572,374,299,37,38,888
Kuchiki Byakuya,555,374,299,37,38,889
Kisaragi Shintaro,518,374,299,37,38,890
Junko,421,374,299,37,38,891
Clownpiece,416,374,299,37,38,892
Special Week,395,374,299,37,38,893
Dante (Devil May Cry),567,373,298,37,38,894
Furude Rika,432,373,298,37,38,895
Lux,425,373,298,37,38,896
Matsubara Kanon,390,373,298,37,38,897
Fu Hua,424,372,298,37,37,898
Akali,488,371,297,37,37,899
Kiriya Aoi,411,371,297,37,37,900
Gaara,511,370,296,37,37,901
Yowane Haku,443,370,296,37,37,902
Hoshizora Miyuki,442,370,296,37,37,903
Amanogawa Kirara,441,369,295,37,37,904
Saber (Fate/Grand Order),399,369,295,37,37,905
Assassin (Okita J. Souji),388,369,295,37,37,906
Mizuhara Chizuru,561,368,294,37,37,907
Christa Renz,459,368,294,37,37,908
Specter (Arknights),444,368,294,37,37,909
Kamishirasawa Keine,433,368,294,37,37,910
M4A1 (Girls Frontline),404,368,294,37,37,911
Suou Patra,392,368,294,37,37,912
Lavi,547,367,294,37,36,913
Maomao (Kusuriya no Hitorigoto),446,367,294,37,36,914
Sakawa (Kantai Collection),388,367,294,37,36,915
Soga no Tojiko,428,366,293,37,36,916
Varesa,408,366,293,37,36,917
Flaky,506,365,292,36,37,918
Sakura Futaba,438,365,292,36,37,919
Lily White,422,365,292,36,37,920
Cure Moonlight,421,365,292,36,37,921
Ushiromiya Ange,416,365,292,36,37,922
Imaizumi Kagerou,408,365,292,36,37,923
Sengoku Nadeko,406,365,292,36,37,924
Samidare (Kantai Collection),385,364,291,36,37,925
Lightning Farron,466,363,290,36,37,926
III (Yu-Gi-Oh! ZEXAL),423,363,290,36,37,927
Saber (Lanling Wang),422,363,290,36,37,928
Miyasaka Ryou,478,362,290,36,36,929
Shima Rin,400,362,290,36,36,930
Omaru Polka,399,362,290,36,36,931
Natsume Takashi,501,360,288,36,36,932
Yamanbagiri Kunihiro,442,360,288,36,36,933
Cure Pine,422,360,288,36,36,934
Shirokane Rinko,387,360,288,36,36,935
Berserker (Tamamo Cat),457,358,286,36,36,936
Saratoga (Kantai Collection),386,358,286,36,36,937
Sora (Kingdom Hearts),509,356,285,36,35,938
Chara,463,356,285,36,35,939
Hojo Hibiki,405,355,284,36,35,940
Kasumi (Kantai Collection),368,355,284,36,35,941
Psyche,559,354,283,35,36,942
Ikamusume,406,354,283,35,36,943
Daidouji Tomoyo,404,354,283,35,36,944
Harusame (Kantai Collection),368,354,283,35,36,945
Nakahara Chuuya (Bungou Stray Dogs),461,352,282,35,35,946
Izumi no Kami Kanesada,430,352,282,35,35,947
Lum,408,352,282,35,35,948
Mysterious Heroine X,371,352,282,35,35,949
Shima Renzou,457,351,281,35,35,950
Uzuki (Kantai Collection),369,350,280,35,35,951
St. Louis,366,350,280,35,35,952
Haruka (Pokﾃｩmon),392,349,279,35,35,953
Kuriyama Mirai,381,349,279,35,35,954
Sonohara Anri,446,348,278,35,35,955
Romani Archaman,430,348,278,35,35,956
Caster (Helena Blavatsky),384,348,278,35,35,957
Sky Striker Ace - Raye,370,348,278,35,35,958
Celestia Ludenberg,469,347,278,35,34,959
Akazukin (SINoALICE),433,347,278,35,34,960
Seele Vollerei,417,347,278,35,34,961
Saria (Arknights),381,347,278,35,34,962
Zara,357,347,278,35,34,963
Sesshoumaru,450,346,277,35,34,964
Kureiji Ollie,399,346,277,35,34,965
Katou Megumi,382,346,277,35,34,966
Tooru (Kobayashi-san Chi no Maid Dragon),372,346,277,35,34,967
Ib (Character),447,345,276,34,35,968
Ryuujou (Kantai Collection),382,345,276,34,35,969
Minami Yume,368,345,276,34,35,970
Itadori Yuuji,585,344,275,34,35,971
Kurumi Erika,414,344,275,34,35,972
Sonia (Pokﾃｩmon),402,344,275,34,35,973
Xie Lian,479,343,274,34,35,974
Nezumi (No.6),452,342,274,34,34,975
Mejiro Dober,349,342,274,34,34,976
Berserker (Arjuna Alter),482,341,273,34,34,977
Snow White (SINoALICE),405,341,273,34,34,978
Aozaki Aoko,391,341,273,34,34,979
Taihou (Kantai Collection),362,341,273,34,34,980
Magical Princess,361,341,273,34,34,981
Shirogane Naoto,433,340,272,34,34,982
Kurosaki Ranmaru,415,340,272,34,34,983
Mew Ichigo,397,340,272,34,34,984
Akashi,362,340,272,34,34,985
Kido Tsubomi,437,339,271,34,34,986
Mizuno Ami,406,339,271,34,34,987
Eas,395,339,271,34,34,988
Beidou,369,339,271,34,34,989
Hammann,353,339,271,34,34,990
Yuudachi (Azur Lane),353,339,271,34,34,991
Dio Brando,520,338,270,34,34,992
Alina Gray,365,338,270,34,34,993
Assassin (Scﾃ｡thach),347,338,270,34,34,994
Alisa Mikhailova Kujou,421,337,270,34,33,995
Suzuran (Arknights),377,337,270,34,33,996
Jingliu,360,337,270,34,33,997
Urakaze (Kantai Collection),353,337,270,34,33,998
Narukami Yu,522,336,269,34,33,999
Shinkai Hayato,445,336,269,34,33,1000
Fujiki Yuusaku,401,336,269,34,33,1001
Yukimura Chizuru,394,336,269,34,33,1002
Cure Beat,413,335,268,34,33,1003
Tsunade,403,335,268,34,33,1004
Shinjuku Assassin,397,335,268,34,33,1005
Topaz (Honkai Star Rail),377,335,268,34,33,1006
Aino Minako,412,334,267,33,34,1007
Cure Summer,384,334,267,33,34,1008
Kiso (Kantai Collection),371,334,267,33,34,1009
Edelgard von Hrﾃｦsvelgr,389,333,266,33,34,1010
Admiral Graf Spee,367,333,266,33,34,1011
Le Malin,360,333,266,33,34,1012
Hishikawa Rikka,379,332,266,33,33,1013
Jirou Kyouka,378,332,266,33,33,1014
Cecilia Alcott,378,332,266,33,33,1015
Kurodate Haruna,356,332,266,33,33,1016
Link,455,331,265,33,33,1017
Frisk,435,331,265,33,33,1018
Annie Leonhardt,422,331,265,33,33,1019
Shining (Arknights),388,331,265,33,33,1020
Blue Angel,370,331,265,33,33,1021
Hikawa Sayo,347,331,265,33,33,1022
Uchiha Obito,634,330,264,33,33,1023
AZKi,371,330,264,33,33,1024
Kaiba Seto,447,329,263,33,33,1025
Rider (Fate/Grand Order),380,329,263,33,33,1026
Flippy,652,328,262,33,33,1027
Aladdin,397,328,262,33,33,1028
Ling (Arknights),371,328,262,33,33,1029
Black Swan (Honkai Star Rail),367,328,262,33,33,1030
Mumei (Koutetsujou no Kabaneri),365,328,262,33,33,1031
Frostleaf,362,328,262,33,33,1032
Kuma (Kantai Collection),347,328,262,33,33,1033
Pinky Pop Hepburn,340,328,262,33,33,1034
Hijikata Toshizou (Hakuouki),436,327,262,33,32,1035
Feixiao,381,327,262,33,32,1036
Hagiwara Yukiho,367,327,262,33,32,1037
Arona,357,327,262,33,32,1038
Katsura Kotarou,459,326,261,33,32,1039
Sakuma Jirou,416,325,260,32,33,1040
Cleveland,340,325,260,32,33,1041
Konan,415,324,259,32,33,1042
Foreigner (Abigail Williams (Natsu)),362,324,259,32,33,1043
Mephisto Pheles,524,323,258,32,33,1044
Kosaka Wakamo,354,323,258,32,33,1045
Takagi (Karakai Jouzu no Takagi-san),351,323,258,32,33,1046
Giorno Giovanna,445,321,257,32,32,1047
Muffet,431,321,257,32,32,1048
Yagokoro Eirin,370,321,257,32,32,1049
Avenger (Maou Nobunaga),364,321,257,32,32,1050
Lynette (Genshin Impact),347,321,257,32,32,1051
Sailor Chibi Moon,402,320,256,32,32,1052
Alhaitham,383,319,255,32,32,1053
Yamashiro (Kantai Collection),347,319,255,32,32,1054
Super Creek,332,319,255,32,32,1055
Tsukioka Kogane,331,319,255,32,32,1056
Natsu Dragneel,444,318,254,32,32,1057
Yaoyorozu Momo,413,318,254,32,32,1058
Link (Breath of the Wild),427,317,254,32,31,1059
Konjiki no Yami,375,317,254,32,31,1060
Himeragi Yukina,389,316,253,32,31,1061
Yuri (Doki Doki Literature Club!),346,316,253,32,31,1062
Nekozuka Hibiki,328,316,253,32,31,1063
Yami Yugi,466,315,252,32,31,1064
Nosaka Yuuma,411,315,252,32,31,1065
Bronya Zaychik,380,315,252,32,31,1066
Akizuki Ritsuko,369,315,252,32,31,1067
Passionlip,342,315,252,32,31,1068
Oosaki Tenka,333,315,252,32,31,1069
Mejiro Ardan,317,315,252,32,31,1070
Seychelles,367,313,250,31,32,1071
Imai Lisa,331,313,250,31,32,1072
Namine Ritsu,388,312,250,31,31,1073
Hachikuji Mayoi,366,312,250,31,31,1074
Yumemizuki Mizuki,346,312,250,31,31,1075
Nice Nature,321,312,250,31,31,1076
Feena Fam Earthlight,373,311,249,31,31,1077
Sora Harewataru,367,311,249,31,31,1078
Shirasu Azusa,331,311,249,31,31,1079
Howl,370,310,248,31,31,1080
Lulu Amour,343,310,248,31,31,1081
Zero Suit Samus,342,310,248,31,31,1082
Saber (Frankenstein),331,310,248,31,31,1083
Laura Apollodoros Hyginus La Mer,371,309,247,31,31,1084
Cure Diamond,339,309,247,31,31,1085
Oosaki Amana,325,309,247,31,31,1086
Nitta Minami,325,309,247,31,31,1087
Hanadera Nodoka,372,308,246,31,31,1088
Akamatsu Kaede,355,308,246,31,31,1089
Lucina (Fire Emblem),349,308,246,31,31,1090
Prussia (Female),376,307,246,31,30,1091
Mokota Mememe,335,307,246,31,30,1092
Vigna,328,307,246,31,30,1093
Xiangling,359,306,245,31,30,1094
Sucrose,331,306,245,31,30,1095
Pecorine (Princess Connect),326,306,245,31,30,1096
Dimitri Alexandre Blaiddyd,381,305,244,30,31,1097
Bedivere (Fate/stay night),366,305,244,30,31,1098
Cure Muse,354,305,244,30,31,1099
King Teresa Hime,328,305,244,30,31,1100
Shigure Ui (VTuber),342,304,243,30,31,1101
Vladilena Milizﾃｩ,338,304,243,30,31,1102
Saber (Katsushika Hokusai),334,304,243,30,31,1103
Cure Nyami,331,304,243,30,31,1104
Hoshino Ruby,359,303,242,30,31,1105
Cure White,354,303,242,30,31,1106
Berserker of Black,350,303,242,30,31,1107
Ogata Kanna,324,303,242,30,31,1108
Anna Yanami,335,302,242,30,30,1109
Baltimore,315,302,242,30,30,1110
MAYU (VOCALOID),370,301,241,30,30,1111
Shion (No.6),386,300,240,30,30,1112
Murasa Minamitsu,353,300,240,30,30,1113
Rider (Fate/Prototype: Sougin no Fragments),345,300,240,30,30,1114
Krul Tepes,343,300,240,30,30,1115
Blaze (Arknights),324,300,240,30,30,1116
Hakutaku (Hoozuki no Reitetsu),414,299,239,30,30,1117
Camus (Utapri),349,299,239,30,30,1118
Vivian (Zenless Zone Zero),336,299,239,30,30,1119
Nakamasa Ichika,315,299,239,30,30,1120
Miyamoto Frederica,312,299,239,30,30,1121
Germany,495,298,238,30,30,1122
Alice (SINoALICE),375,298,238,30,30,1123
Izayoi Nonomi,320,298,238,30,30,1124
Shinano,326,297,238,30,29,1125
Dino Cavallone,412,296,237,30,29,1126
Gretel (SINoALICE),411,296,237,30,29,1127
Mazaki Anzu,378,296,237,30,29,1128
Himuro Tatsuya,378,296,237,30,29,1129
Kamitsure,376,296,237,30,29,1130
Sailor Neptune,344,296,237,30,29,1131
Yuri (Pokﾃｩmon),337,295,236,30,29,1132
Cure Princess,330,295,236,30,29,1133
Lancer (Fate/zero),394,294,235,29,30,1134
Yuri Lowell,352,294,235,29,30,1135
Lancer (Minamoto-no-Raikou),326,294,235,29,30,1136
Shu (Arknights),323,294,235,29,30,1137
Iowa (Kantai Collection),317,294,235,29,30,1138
Lancer (Bradamante),317,294,235,29,30,1139
Haguro (Kantai Collection),316,294,235,29,30,1140
Nanami Yachiyo,312,294,235,29,30,1141
Lan WangJi,410,293,234,29,30,1142
InuYasha (Character),373,293,234,29,30,1143
Kamishiro Rio,331,293,234,29,30,1144
Sora (Arknights),313,293,234,29,30,1145
Lyfa (ALO),312,293,234,29,30,1146
Satsuki (Kantai Collection),301,293,234,29,30,1147
Canada,449,292,234,29,29,1148
Akebono (Kantai Collection),318,292,234,29,29,1149
Cure Cosmo,315,292,234,29,29,1150
Shirase Sakuya,307,292,234,29,29,1151
Kisaragi (Kantai Collection),303,292,234,29,29,1152
Alice (American McGee's),421,291,233,29,29,1153
Goldenglow,316,291,233,29,29,1154
Furudo Erika,313,291,233,29,29,1155
Hazuki Ren,310,291,233,29,29,1156
Lancer (Kiyohime),295,291,233,29,29,1157
Yamamoto Takeshi,411,290,232,29,29,1158
Kijin Seija,359,290,232,29,29,1159
Nanasaki Ai,304,290,232,29,29,1160
Natsume (Pokﾃｩmon),361,289,231,29,29,1161
Ren Kouha,343,289,231,29,29,1162
Shiranui (Kantai Collection),314,289,231,29,29,1163
